NUMERO PEDIDO,NUMERO FACTURA,COD-ART,ESTATUS LINEA,ESTATUS LINEA FDV,CANT PEDIDA,CANTIDAD ART,VENTA DOLARES
P061118526043060219,,07-34-251,LIBERADO,APARTADO,1.0,1.0,3.3
P061118526043060219,,10-07-064,LIBERADO,APARTADO,12.0,12.0,24.6
P061118526043060219,,22-04-076,LIBERADO,APARTADO,1.0,1.0,25.501
P061118526043060217,,23-07-012,LIBERADO,APARTADO,12.0,12.0,20.43984
P061118526043060217,,23-07-028,LIBERADO,APARTADO,12.0,12.0,8.5554
P061118526043060215,,07-10-054,LIBERADO,APARTADO,1.0,1.0,15.87
P061118526043060218,,06-19-011,LIBERADO,APARTADO,2.0,2.0,17.0
P061118526043060216,,18-13-002,LIBERADO,APARTADO,6.0,6.0,9.6
P061118526043060218,,06-31-025,LIBERADO,APARTADO,1.0,1.0,34.0
P061118526043060215,,04-16-003,LIBERADO,APARTADO,12.0,12.0,20.04
P061118526043060216,,07-16-036,LIBERADO,APARTADO,4.0,4.0,40.28
P061118526043060215,,04-16-019,LIBERADO,APARTADO,6.0,6.0,9.48
P061118526043060216,,07-01-084,LIBERADO,APARTADO,12.0,12.0,13.092
P061118526043060217,,07-34-215,LIBERADO,APARTADO,2.0,2.0,10.356
P061118526043060218,,16-25-446,LIBERADO,APARTADO,2.0,2.0,17.66
P061118526043060215,,07-22-192,LIBERADO,APARTADO,6.0,6.0,7.26
P061118526043060216,,23-22-022,LIBERADO,APARTADO,6.0,6.0,44.694
P061118526043060218,,18-10-004,LIBERADO,APARTADO,1.0,1.0,14.0
P061118526043060218,,07-34-253,LIBERADO,APARTADO,2.0,2.0,8.6
P001801826050462599,,03-24-039,RETENIDO,RETENIDO,2.0,2.0,69.32
P001801826050462599,,03-58-017,RETENIDO,RETENIDO,2.0,2.0,61.52
P001801826050462599,,03-22-005,RETENIDO,RETENIDO,1.0,1.0,31.53
P001801826050462599,,03-16-019,RETENIDO,RETENIDO,50.0,50.0,19.0
P001801826050462599,,17-07-018,RETENIDO,RETENIDO,2.0,2.0,13.9
P001801826050462599,,17-32-013,RETENIDO,RETENIDO,2.0,2.0,9.92
P001801826050462599,,17-36-012,RETENIDO,RETENIDO,2.0,2.0,9.26
P001801826050462599,,03-20-093,RETENIDO,RETENIDO,2.0,2.0,11.38
P001801826050462599,,17-19-011,RETENIDO,RETENIDO,2.0,2.0,12.34
P015415426050461628,,01-01-276,RETENIDO,RETENIDO,1.0,1.0,10.74
P015415426050461628,,01-24-021,RETENIDO,RETENIDO,10.0,10.0,8.9
P015415426050461628,,01-24-040,RETENIDO,RETENIDO,10.0,10.0,8.8
P015415426050461628,,01-24-049,RETENIDO,RETENIDO,10.0,10.0,8.9
P015415426050461628,,01-24-085,RETENIDO,RETENIDO,10.0,10.0,10.0
P015415426050461628,,07-06-380,RETENIDO,RETENIDO,1.0,1.0,43.36
P015415426050461628,,07-06-455,RETENIDO,RETENIDO,1.0,1.0,45.66
P024655326050460222,,07-06-343,RETENIDO,RETENIDO,4.0,4.0,55.36
P053001926050462170,,22-10-038,APARTADO,APARTADO,10.0,10.0,28.2
P053001926050462170,,21-04-130,APARTADO,APARTADO,2.0,2.0,25.72
P053001926050462170,,16-25-510,APARTADO,APARTADO,2.0,2.0,23.98
P053001926050462170,,07-34-144,APARTADO,APARTADO,2.0,2.0,19.28
P053001926050462170,,07-34-145,APARTADO,APARTADO,2.0,2.0,22.08
P053001926050462170,,07-16-036,APARTADO,APARTADO,1.0,1.0,12.96
P053001926050462170,,16-07-111,APARTADO,APARTADO,4.0,4.0,14.4
P053001926050462170,,21-01-069,APARTADO,APARTADO,2.0,2.0,7.24
P053001926050462170,,22-10-004,APARTADO,APARTADO,16.0,16.0,19.84
P053001926050462170,,10-07-176,APARTADO,APARTADO,24.0,24.0,81.84
P053001926050462170,,10-07-178,APARTADO,APARTADO,24.0,24.0,81.84
P002902926050465080,,13-34-014,APARTADO,APARTADO,12.0,12.0,94.8
P002902926050465080,,22-07-123,APARTADO,APARTADO,50.0,50.0,15.0
P002902926050465080,,22-07-053,APARTADO,APARTADO,24.0,24.0,37.92
P002902926050465080,,22-07-054,APARTADO,APARTADO,24.0,24.0,54.72
P002902926050465080,,22-70-056,APARTADO,APARTADO,4.0,4.0,75.56
P002902926050465080,,22-31-024,APARTADO,APARTADO,50.0,50.0,14.0
P002902926050465080,,22-07-102,APARTADO,APARTADO,50.0,50.0,19.0
P005805826050465608,,03-20-046,APARTADO,APARTADO,1.0,1.0,91.26
P005805826050465608,,22-43-028,APARTADO,APARTADO,12.0,12.0,36.666
P053001926050462165,,01-07-075,APARTADO,APARTADO,1.0,1.0,149.47
P053001926050462165,,22-01-000,APARTADO,APARTADO,1.0,1.0,13.6
P053001926050462167,,03-04-003,APARTADO,APARTADO,6.0,6.0,19.62
P053001926050462167,,03-04-029,APARTADO,APARTADO,4.0,4.0,11.28
P053001926050462167,,04-13-057,APARTADO,APARTADO,14.0,14.0,17.36
P053001926050462167,,37-07-120,APARTADO,APARTADO,4.0,4.0,51.84
P053001926050462168,,10-13-088,APARTADO,APARTADO,20.0,20.0,10.4
P053001926050462168,,10-07-055,APARTADO,APARTADO,6.0,6.0,27.72
P053001926050462168,,10-07-182,APARTADO,APARTADO,2.0,2.0,10.0
P006100426050462894,,01-15-733,APARTADO,APARTADO,10.0,10.0,117.65
P011111126050463262,,01-03-009,APARTADO,APARTADO,6.0,6.0,43.08
P011111126050463262,,01-15-219,APARTADO,APARTADO,8.0,8.0,16.56
P011111126050463262,,01-15-678,APARTADO,APARTADO,12.0,12.0,30.96
P011111126050463262,,01-15-679,APARTADO,APARTADO,12.0,12.0,30.96
P011111126050463262,,20-03-030,APARTADO,APARTADO,6.0,6.0,18.84
P011111126050463262,,25-03-042,APARTADO,APARTADO,2.0,2.0,12.3
P011111126050463262,,25-03-046,APARTADO,APARTADO,2.0,2.0,12.54
P015702126050462088,,14-01-357,APARTADO,APARTADO,2.0,2.0,44.28
P015702126050462088,,14-09-290,APARTADO,APARTADO,2.0,2.0,33.16
P013113126050462893,,01-28-115,APARTADO,APARTADO,30.0,30.0,28.2
P013113126050462894,,17-31-020,APARTADO,APARTADO,3.0,3.0,19.11
P013113126050462894,,22-07-013,APARTADO,APARTADO,100.0,100.0,17.0
P013113126050462894,,18-25-033,APARTADO,APARTADO,5.0,5.0,33.4
P013113126050462894,,16-13-029,APARTADO,APARTADO,1.0,1.0,25.94
P013113126050462893,,01-28-114,APARTADO,APARTADO,25.0,25.0,18.25
P013113126050462894,,18-67-009,APARTADO,APARTADO,1.0,1.0,57.72
P021711626050460399,,02-06-102,LIBERADO,APARTADO,2.0,2.0,20.3699
P021711626050460399,,02-06-103,LIBERADO,APARTADO,2.0,2.0,21.6277
P009027426050460347,,07-06-708,LIBERADO,APARTADO,10.0,10.0,160.42600000000002
P009027426050460347,,01-15-733,LIBERADO,APARTADO,5.0,5.0,58.85
P021711626050460399,,02-06-073,LIBERADO,APARTADO,4.0,4.0,53.143
P021711626050460399,,02-06-074,LIBERADO,APARTADO,4.0,4.0,46.36
P021711626050460399,,02-06-399,LIBERADO,APARTADO,8.0,8.0,83.524
P006706726050464148,,01-07-090,LIBERADO,APARTADO,2.0,2.0,164.5
P060311526050460798,,21-07-015,LIBERADO,APARTADO,2.0,2.0,97.5
P061307126050460198,,06-16-027,LIBERADO,APARTADO,2.0,2.0,245.32
P062111326050460033,,23-10-052,LIBERADO,APARTADO,2.0,2.0,17.28
P062218726050460006,,14-04-038,LIBERADO,APARTADO,2.0,2.0,442.72
P006706726050464148,,01-07-074,LIBERADO,APARTADO,2.0,2.0,232.28
P061307126050460198,,06-19-001,LIBERADO,APARTADO,2.0,2.0,28.88
P061007026050460233,,07-01-084,LIBERADO,APARTADO,2.0,2.0,2.18
P061007026050460233,,07-01-088,LIBERADO,APARTADO,2.0,2.0,5.2
P061007026050460233,,23-04-004,LIBERADO,APARTADO,2.0,2.0,8.58
P061007026050460233,,07-34-215,LIBERADO,APARTADO,2.0,2.0,10.36
P061007026050460233,,23-04-008,LIBERADO,APARTADO,2.0,2.0,7.28
P061007026050460233,,06-19-030,LIBERADO,APARTADO,2.0,2.0,8.02
P007907926050464072,,21-01-150,LIBERADO,APARTADO,2.0,2.0,12.22
P007907926050464073,,25-04-078,LIBERADO,APARTADO,1.0,1.0,30.0
P019819826050465468,,16-03-006,LIBERADO,APARTADO,1.0,1.0,51.0
P019819826050465476,,23-22-018,LIBERADO,APARTADO,1.0,1.0,10.93
P060802226050460073,,21-07-015,LIBERADO,APARTADO,1.0,1.0,48.747
P062111326050460033,,21-04-130,LIBERADO,APARTADO,1.0,1.0,9.995
P061007026050460233,,22-04-100,LIBERADO,APARTADO,1.0,1.0,20.17
P061007026050460233,,22-04-076,LIBERADO,APARTADO,1.0,1.0,25.5
P061007026050460233,,09-07-072,LIBERADO,APARTADO,1.0,1.0,5.6
P061007026050460233,,07-10-107,LIBERADO,APARTADO,1.0,1.0,2.9
P061007026050460233,,07-16-069,LIBERADO,APARTADO,1.0,1.0,6.44
P019819826050465476,,25-04-070,LIBERADO,APARTADO,1.0,1.0,27.44
P019819826050465476,,25-04-078,LIBERADO,APARTADO,1.0,1.0,30.0
P019819826050465481,,01-07-105,LIBERADO,APARTADO,1.0,1.0,27.43
P007907926050464072,,21-01-105,LIBERADO,APARTADO,1.0,1.0,25.95
P054512026050461109,,07-34-255,LIBERADO,APARTADO,1.0,1.0,11.197
P060802226050460073,,09-16-201,LIBERADO,APARTADO,1.0,1.0,0.95
P020020026050463919,,01-13-089,LIBERADO,APARTADO,6.0,6.0,37.6128
P019019026050463178,,07-10-020,LIBERADO,APARTADO,6.0,6.0,24.0
P019819826050465481,,23-16-086,LIBERADO,APARTADO,6.0,6.0,38.82
P021221226050462632,,16-07-026,LIBERADO,APARTADO,6.0,6.0,9.96
P054512026050461109,,23-22-012,LIBERADO,APARTADO,6.0,6.0,14.67
P060802226050460072,,14-07-051,LIBERADO,APARTADO,6.0,6.0,152.7
P060802226050460073,,21-01-052,LIBERADO,APARTADO,6.0,6.0,4.5
P061007026050460233,,23-10-061,LIBERADO,APARTADO,6.0,6.0,7.2
P062318026050460002,,14-07-049,LIBERADO,APARTADO,6.0,6.0,152.7
P019819826050465476,,23-22-012,LIBERADO,APARTADO,6.0,6.0,11.4
P019819826050465481,,23-16-087,LIBERADO,APARTADO,6.0,6.0,63.66
P054512026050461109,,23-07-000,LIBERADO,APARTADO,6.0,6.0,13.734
P061007026050460233,,10-07-041,LIBERADO,APARTADO,6.0,6.0,7.8
P061007026050460233,,18-13-003,LIBERADO,APARTADO,6.0,6.0,4.74
P054512026050461109,,04-16-009,LIBERADO,APARTADO,6.0,6.0,11.202
P062111326050460032,,01-01-012,LIBERADO,APARTADO,6.0,6.0,26.19
P007907926050464072,,16-07-121,LIBERADO,APARTADO,6.0,6.0,17.52
P062111326050460032,,01-01-013,LIBERADO,APARTADO,6.0,6.0,30.216
P061307126050460198,,07-10-090,LIBERADO,APARTADO,6.0,6.0,19.68
P062111326050460032,,01-01-014,LIBERADO,APARTADO,6.0,6.0,49.332
P020020026050463919,,01-13-067,LIBERADO,APARTADO,10.0,10.0,8.448
P021221226050462632,,16-07-043,LIBERADO,APARTADO,10.0,10.0,17.5
P061007026050460233,,23-10-105,LIBERADO,APARTADO,10.0,10.0,12.0
P021221226050462632,,16-07-012,LIBERADO,APARTADO,10.0,10.0,22.9
P060802226050460073,,21-07-057,LIBERADO,APARTADO,50.0,50.0,8.95
P019819826050465481,,16-25-213,LIBERADO,APARTADO,50.0,50.0,11.5
P007907926050464072,,21-07-056,LIBERADO,APARTADO,50.0,50.0,7.0
P019819826050465481,,16-25-214,LIBERADO,APARTADO,50.0,50.0,18.5
P062111326050460032,,17-10-228,LIBERADO,APARTADO,50.0,50.0,23.0
P007907926050464072,,21-07-057,LIBERADO,APARTADO,50.0,50.0,9.0
P062111326050460032,,17-10-230,LIBERADO,APARTADO,50.0,50.0,23.0
P062111326050460032,,17-10-232,LIBERADO,APARTADO,50.0,50.0,23.0
P061007026050460233,,18-13-002,LIBERADO,APARTADO,3.0,3.0,4.8
P061007026050460233,,21-04-080,LIBERADO,APARTADO,3.0,3.0,3.87
P060802226050460073,,09-07-002,LIBERADO,APARTADO,3.0,3.0,8.898
P061307126050460198,,06-19-021,LIBERADO,APARTADO,3.0,3.0,61.77
P061307126050460198,,07-34-900,LIBERADO,APARTADO,3.0,3.0,44.76
P007907926050464072,,09-13-225,LIBERADO,APARTADO,3.0,3.0,5.85
P007907926050464072,,21-10-000,LIBERADO,APARTADO,12.0,12.0,17.64
P007907926050464072,,09-07-007,LIBERADO,APARTADO,12.0,12.0,27.48
P054512026050461109,,23-07-034,LIBERADO,APARTADO,12.0,12.0,34.512
P061007026050460233,,09-31-014,LIBERADO,APARTADO,5.0,5.0,5.7
P020020026050463919,,23-16-120,LIBERADO,APARTADO,5.0,5.0,5.1
P019019026050463178,,01-01-519,LIBERADO,APARTADO,20.0,20.0,19.0
P021221226050462632,,01-01-039,LIBERADO,APARTADO,20.0,20.0,17.6
P020020026050463919,,01-13-087,LIBERADO,APARTADO,24.0,24.0,52.992
P007907926050464070,,16-25-600,LIBERADO,APARTADO,14.0,14.0,85.386
P020020026050463919,,01-13-068,LIBERADO,APARTADO,30.0,30.0,29.088
P020020026050463919,,01-13-088,LIBERADO,APARTADO,7.0,7.0,25.7376
P019019026050463179,,21-07-002,LIBERADO,APARTADO,100.0,100.0,37.0
P021221226050462629,,07-34-232,LIBERADO,APARTADO,8.0,8.0,35.28
P062111326050460032,,37-01-008,LIBERADO,APARTADO,36.0,36.0,33.264
P007907926050464072,,21-04-070,LIBERADO,APARTADO,4.0,4.0,5.12
P062111326050460032,,01-01-011,LIBERADO,APARTADO,8.0,8.0,8.424
P061007026050460233,,22-10-002,LIBERADO,APARTADO,8.0,8.0,7.36
P061007026050460233,,16-25-568,LIBERADO,APARTADO,8.0,8.0,13.76
P019819826050465481,,16-25-186,LIBERADO,APARTADO,60.0,60.0,27.6
P021221226050462632,,22-01-025,LIBERADO,APARTADO,100.0,100.0,26.0
P096901926050460063,,18-61-011,LIBERADO,APARTADO,4.0,4.0,16.64
P096901926050460063,,22-34-050,LIBERADO,APARTADO,50.0,50.0,14.0
P096901926050460063,,01-28-104,LIBERADO,APARTADO,50.0,50.0,28.5
P096901926050460063,,01-28-106,LIBERADO,APARTADO,50.0,50.0,23.0
P096901926050460063,,22-10-029,LIBERADO,APARTADO,10.0,10.0,12.2
P096901926050460063,,23-01-002,LIBERADO,APARTADO,400.0,400.0,264.0
P096901926050460063,,10-01-007,LIBERADO,APARTADO,100.0,100.0,13.0
P096901926050460063,,18-25-054,LIBERADO,APARTADO,10.0,10.0,11.7
P096901926050460063,,22-70-080,LIBERADO,APARTADO,6.0,6.0,8.22
P096901926050460063,,22-70-082,LIBERADO,APARTADO,6.0,6.0,14.4
P096901926050460063,,10-61-043,LIBERADO,APARTADO,5.0,5.0,12.4
P096901926050460063,,01-07-014,LIBERADO,APARTADO,10.0,10.0,18.3
P096901926050460063,,01-28-260,LIBERADO,APARTADO,10.0,10.0,27.4
P096901926050460063,,01-28-261,LIBERADO,APARTADO,10.0,10.0,21.2
P096901926050460063,,17-02-000,LIBERADO,APARTADO,24.0,24.0,23.712
P096901926050460063,,17-31-001,LIBERADO,APARTADO,12.0,12.0,16.416
P096901926050460063,,17-31-002,LIBERADO,APARTADO,6.0,6.0,16.587
P096901926050460063,,17-02-060,LIBERADO,APARTADO,3.0,3.0,14.022
P096901926050460063,,03-44-000,LIBERADO,APARTADO,10.0,10.0,30.624
P096901926050460063,,17-40-007,LIBERADO,APARTADO,4.0,4.0,9.88
P096901926050460063,,04-19-010,LIBERADO,APARTADO,1.0,1.0,147.99
P096901926050460063,,03-20-046,LIBERADO,APARTADO,1.0,1.0,91.26
P096901926050460063,,18-61-050,LIBERADO,APARTADO,1.0,1.0,1.3
P096901926050460063,,10-19-017,LIBERADO,APARTADO,1.0,1.0,77.97
P096901926050460063,,04-52-003,LIBERADO,APARTADO,1.0,1.0,16.93
P096901926050460063,,04-52-004,LIBERADO,APARTADO,1.0,1.0,20.58
P096901926050460063,,22-07-234,LIBERADO,APARTADO,1.0,1.0,13.5
P096901926050460063,,04-43-060,LIBERADO,APARTADO,1.0,1.0,10.3
P096901926050460063,,26-04-002,LIBERADO,APARTADO,1.0,1.0,7.2865
P096901926050460063,,18-61-038,LIBERADO,APARTADO,2.0,2.0,9.74
P096901926050460063,,01-16-024,LIBERADO,APARTADO,2.0,2.0,20.4
P096901926050460063,,18-61-045,LIBERADO,APARTADO,2.0,2.0,11.1
P096901926050460063,,18-61-061,LIBERADO,APARTADO,2.0,2.0,10.24
P096901926050460063,,10-34-005,LIBERADO,APARTADO,2.0,2.0,24.08
P096901926050460063,,10-34-006,LIBERADO,APARTADO,2.0,2.0,28.38
P096901926050460063,,13-64-029,LIBERADO,APARTADO,2.0,2.0,11.68
P096901926050460063,,22-25-023,LIBERADO,APARTADO,2.0,2.0,16.8
P096901926050460063,,22-07-220,LIBERADO,APARTADO,2.0,2.0,13.36
P096901926050460063,,26-04-000,LIBERADO,APARTADO,2.0,2.0,14.573
P006806826050463559,,13-07-013,LIBERADO,APARTADO,2.0,2.0,77.42
P012712726050463459,,17-32-013,LIBERADO,APARTADO,2.0,2.0,9.92
P020120126050462765,,17-42-002,LIBERADO,APARTADO,2.0,2.0,13.38
P090704826050460503,,10-19-015,LIBERADO,APARTADO,2.0,2.0,59.72
P020120126050462765,,17-03-044,LIBERADO,APARTADO,2.0,2.0,73.58
P014514526050464015,,03-46-010,LIBERADO,APARTADO,2.0,2.0,200.0
P016416426050464796,,22-07-062,LIBERADO,APARTADO,2.0,2.0,24.82
P095803426050460297,,22-76-025,LIBERADO,APARTADO,2.0,2.0,19.12
P095803426050460297,,22-25-024,LIBERADO,APARTADO,2.0,2.0,20.94
P027127126050465177,,17-02-280,LIBERADO,APARTADO,2.0,2.0,21.0
P027127126050465177,,17-02-281,LIBERADO,APARTADO,2.0,2.0,19.0
P007607626050463542,,10-34-006,LIBERADO,APARTADO,2.0,2.0,36.52
P008808826050461210,,20-28-015,LIBERADO,APARTADO,2.0,2.0,172.2
P012712726050463459,,20-19-024,LIBERADO,APARTADO,2.0,2.0,34.64
P020120126050462765,,17-02-088,LIBERADO,APARTADO,2.0,2.0,23.16
P028110626050464853,,13-43-004,LIBERADO,APARTADO,2.0,2.0,163.072
P020120126050462768,,16-13-033,LIBERADO,APARTADO,2.0,2.0,54.188
P003903926050461568,,30-10-043,LIBERADO,APARTADO,2.0,2.0,32.046
P003903926050461568,,30-10-049,LIBERADO,APARTADO,2.0,2.0,32.046
P003903926050461568,,30-10-050,LIBERADO,APARTADO,2.0,2.0,32.046
P020120126050462768,,16-13-036,LIBERADO,APARTADO,2.0,2.0,72.618
P020120126050462768,,16-13-034,LIBERADO,APARTADO,2.0,2.0,73.435
P027127126050465177,,17-02-088,LIBERADO,APARTADO,2.0,2.0,17.1
P027127126050465177,,17-41-002,LIBERADO,APARTADO,2.0,2.0,23.37
P027127126050465177,,17-02-272,LIBERADO,APARTADO,2.0,2.0,19.38
P090704826050460505,,22-43-016,LIBERADO,APARTADO,2.0,2.0,11.446
P090704826050460505,,22-43-020,LIBERADO,APARTADO,2.0,2.0,16.3348
P016516526050463336,,18-43-022,LIBERADO,APARTADO,1.0,1.0,128.93
P032417026050461321,,10-16-113,LIBERADO,APARTADO,1.0,1.0,77.61
P027127126050465177,,17-08-012,LIBERADO,APARTADO,1.0,1.0,23.63
P016412126050464794,,16-46-029,LIBERADO,APARTADO,1.0,1.0,28.37
P095803426050460297,,04-40-024,LIBERADO,APARTADO,1.0,1.0,195.01
P007607626050463542,,16-13-029,LIBERADO,APARTADO,1.0,1.0,33.39
P016412126050464794,,16-46-031,LIBERADO,APARTADO,1.0,1.0,26.83
P014514526050464015,,17-05-009,LIBERADO,APARTADO,1.0,1.0,4.02
P016412126050464794,,03-20-094,LIBERADO,APARTADO,1.0,1.0,23.22
P007607626050463542,,04-19-117,LIBERADO,APARTADO,1.0,1.0,57.27
P003103126050462841,,10-19-017,LIBERADO,APARTADO,1.0,1.0,77.97
P007807826050463149,,20-04-002,LIBERADO,APARTADO,1.0,1.0,164.15
P008808826050461211,,20-34-004,LIBERADO,APARTADO,1.0,1.0,50.83
P038220626050460539,,03-08-066,LIBERADO,APARTADO,1.0,1.0,30.0
P020120126050462768,,16-13-035,LIBERADO,APARTADO,1.0,1.0,29.355
P020120126050462768,,16-13-029,LIBERADO,APARTADO,1.0,1.0,31.7205
P090704826050460502,,16-13-036,LIBERADO,APARTADO,1.0,1.0,28.215
P090704826050460502,,16-13-032,LIBERADO,APARTADO,1.0,1.0,28.5285
P090704826050460502,,16-13-033,LIBERADO,APARTADO,1.0,1.0,21.052
P017717726050464076,,22-07-079,LIBERADO,APARTADO,50.0,50.0,18.0
P017717726050464076,,22-07-080,LIBERADO,APARTADO,50.0,50.0,25.0
P017717726050464076,,22-10-029,LIBERADO,APARTADO,50.0,50.0,61.0
P017717726050464076,,22-10-031,LIBERADO,APARTADO,5.0,5.0,22.1
P017717726050464076,,22-10-032,LIBERADO,APARTADO,20.0,20.0,19.0
P017717726050464076,,22-10-043,LIBERADO,APARTADO,4.0,4.0,18.28
P017717726050464076,,22-10-050,LIBERADO,APARTADO,10.0,10.0,29.6
P017717726050464076,,22-10-053,LIBERADO,APARTADO,15.0,15.0,33.9
P017717726050464076,,22-31-024,LIBERADO,APARTADO,50.0,50.0,11.0
P017717726050464076,,22-07-089,LIBERADO,APARTADO,50.0,50.0,25.0
P017717726050464076,,22-43-027,LIBERADO,APARTADO,24.0,24.0,58.8816
P014514526050464013,,04-64-035,LIBERADO,APARTADO,92.0,92.0,12.88
P014514526050464013,,04-64-036,LIBERADO,APARTADO,300.0,300.0,54.0
P014514526050464015,,02-13-000,LIBERADO,APARTADO,50.0,50.0,15.0
P014514526050464014,,17-40-010,LIBERADO,APARTADO,6.0,6.0,54.18
P014514526050464015,,18-25-063,LIBERADO,APARTADO,50.0,50.0,155.5
P014514526050464015,,17-23-004,LIBERADO,APARTADO,4.0,4.0,26.48
P014514526050464011,,37-19-039,LIBERADO,APARTADO,12.0,12.0,42.96
P014514526050464013,,04-40-008,LIBERADO,APARTADO,3.0,3.0,197.4144
P014514526050464014,,17-02-053,LIBERADO,APARTADO,12.0,12.0,56.202
P014514526050464015,,03-44-003,LIBERADO,APARTADO,4.0,4.0,17.4336
P032417026050461321,,17-02-088,LIBERADO,APARTADO,16.0,16.0,136.8
P014514526050464014,,17-02-085,LIBERADO,APARTADO,12.0,12.0,67.83
P014514526050464015,,03-44-004,LIBERADO,APARTADO,5.0,5.0,41.376
P014514526050464014,,16-13-044,LIBERADO,APARTADO,80.0,80.0,229.504
P095803426050460297,,22-43-021,LIBERADO,APARTADO,4.0,4.0,13.6
P095803426050460297,,22-43-027,LIBERADO,APARTADO,4.0,4.0,10.44
P095803426050460297,,22-07-009,LIBERADO,APARTADO,50.0,50.0,12.5
P095803426050460297,,10-61-042,LIBERADO,APARTADO,10.0,10.0,18.9
P095803426050460297,,10-61-043,LIBERADO,APARTADO,5.0,5.0,12.4
P095803426050460297,,01-07-009,LIBERADO,APARTADO,10.0,10.0,7.3
P095803426050460297,,01-07-006,LIBERADO,APARTADO,10.0,10.0,15.6
P090704826050460502,,22-16-002,LIBERADO,APARTADO,6.0,6.0,19.14
P027127126050465177,,17-08-003,LIBERADO,APARTADO,6.0,6.0,29.1
P027127126050465177,,17-08-015,LIBERADO,APARTADO,6.0,6.0,15.54
P012712726050463455,,04-07-001,LIBERADO,APARTADO,6.0,6.0,33.5232
P020120126050462769,,10-58-019,LIBERADO,APARTADO,6.0,6.0,44.2944
P011811826050462462,,03-08-068,LIBERADO,APARTADO,6.0,6.0,157.4832
P012712726050463455,,04-10-002,LIBERADO,APARTADO,6.0,6.0,35.136
P012712726050463455,,04-10-000,LIBERADO,APARTADO,6.0,6.0,47.1168
P090704826050460502,,16-55-016,LIBERADO,APARTADO,6.0,6.0,24.108
P003103126050462841,,10-61-042,LIBERADO,APARTADO,10.0,10.0,18.9
P007607626050463542,,16-04-000,LIBERADO,APARTADO,10.0,10.0,30.0
P012712726050463456,,22-22-009,LIBERADO,APARTADO,10.0,10.0,25.2
P016412126050464794,,22-22-009,LIBERADO,APARTADO,10.0,10.0,25.2
P016416426050464796,,22-07-106,LIBERADO,APARTADO,10.0,10.0,17.2
P007607626050463542,,16-04-001,LIBERADO,APARTADO,10.0,10.0,26.1
P007607626050463542,,16-04-002,LIBERADO,APARTADO,10.0,10.0,28.7
P012712726050463456,,22-52-028,LIBERADO,APARTADO,10.0,10.0,16.6
P016416426050464796,,18-25-013,LIBERADO,APARTADO,10.0,10.0,20.5
P007607626050463542,,16-04-003,LIBERADO,APARTADO,10.0,10.0,17.8
P012712726050463456,,22-19-028,LIBERADO,APARTADO,10.0,10.0,12.2
P016412126050464794,,10-61-042,LIBERADO,APARTADO,10.0,10.0,18.9
P016416426050464796,,18-25-054,LIBERADO,APARTADO,10.0,10.0,15.0
P016416426050464796,,22-07-238,LIBERADO,APARTADO,10.0,10.0,28.3
P027127126050465177,,22-07-092,LIBERADO,APARTADO,10.0,10.0,5.2
P090704826050460505,,22-43-014,LIBERADO,APARTADO,10.0,10.0,40.608
P008808826050461215,,17-02-085,LIBERADO,APARTADO,10.0,10.0,57.715
P090704826050460505,,22-43-022,LIBERADO,APARTADO,10.0,10.0,33.276
P095906826050460006,,22-07-268,LIBERADO,APARTADO,50.0,50.0,15.0
P012712726050463456,,03-34-000,LIBERADO,APARTADO,50.0,50.0,31.0
P095903026050460019,,22-07-268,LIBERADO,APARTADO,50.0,50.0,15.0
P027127126050465177,,22-07-123,LIBERADO,APARTADO,50.0,50.0,11.5
P027127126050465177,,22-07-001,LIBERADO,APARTADO,50.0,50.0,10.5
P090704826050460505,,03-34-005,LIBERADO,APARTADO,50.0,50.0,32.0
P011811826050462462,,03-34-003,LIBERADO,APARTADO,50.0,50.0,31.0
P016416426050464796,,22-07-102,LIBERADO,APARTADO,50.0,50.0,19.0
P020616726050462746,,04-67-017,LIBERADO,APARTADO,50.0,50.0,28.615
P003903926050461568,,37-16-086,LIBERADO,APARTADO,3.0,3.0,20.22
P003003026050460780,,12-31-012,LIBERADO,APARTADO,3.0,3.0,34.83
P016416426050464796,,22-07-061,LIBERADO,APARTADO,3.0,3.0,30.78
P095903026050460019,,22-43-057,LIBERADO,APARTADO,3.0,3.0,12.42
P012712726050463455,,20-43-030,LIBERADO,APARTADO,3.0,3.0,20.28
P005905926050466615,,22-67-017,LIBERADO,APARTADO,3.0,3.0,220.4475
P020120126050462769,,10-19-015,LIBERADO,APARTADO,3.0,3.0,109.5255
P003903926050461568,,30-10-041,LIBERADO,APARTADO,3.0,3.0,48.069
P003903926050461568,,30-10-042,LIBERADO,APARTADO,3.0,3.0,48.069
P012712726050463455,,22-07-054,LIBERADO,APARTADO,12.0,12.0,21.24
P096901926050460062,,07-01-020,LIBERADO,APARTADO,12.0,12.0,78.36
P097305226050460003,,23-22-002,LIBERADO,APARTADO,12.0,12.0,28.68
P003903926050461568,,17-02-000,LIBERADO,APARTADO,12.0,12.0,15.276
P172017226050462803,,22-43-021,LIBERADO,APARTADO,12.0,12.0,39.576
P016412126050464794,,16-13-070,LIBERADO,APARTADO,12.0,12.0,16.5888
P090704826050460505,,22-43-021,LIBERADO,APARTADO,12.0,12.0,39.576
P090704826050460505,,22-43-027,LIBERADO,APARTADO,12.0,12.0,30.3804
P090704826050460505,,22-43-028,LIBERADO,APARTADO,12.0,12.0,36.666
